OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage
50077,4,FISH,"Lean fish (cod, flounder, haddock, halibut, sole, etc.)",1-2 days,,REFRIGERATED
50077,5,SHELLFISH,"Shucked clams, mussels and oysters",3-4 months,,FROZEN
50077,6,SOY,"Soy or rice beverage, Textured soy protein (TSP)",2 years,unopened,SHELF
50077,7,VEGETABLES,Rutabagas,8-10 months,,FROZEN
50077,8,SHELLFISH,"Cooked shellfish, all",3 months,,FROZEN
50077,9,PROCESSED_MEAT,"Ham, fully cooked, whole",1-2 months,,FROZEN
50077,10,VEGETABLES,Corn on the cob,1-2 days,,REFRIGERATED
50077,11,DIARY,"Whipped, sweetened",1 day,,REFRIGERATED
50077,12,FROZEN_ITEM,Egg substitutes,Date on Carton,,THAWED
50077,13,SHELF_ITEM,"Gravy, dry gravy mixes",,Mix entire packet,SHELF
50077,14,BAKERY,"Cakes, chocolate",1-2 days,,SHELF
50077,15,BAKING,Baking powder,3 months,opened,SHELF
50077,16,DIARY,"Cheese, soft (such as Brie, Bel Paese)",6 months,,FROZEN
50078,1,SHELF_ITEM,Pectin,Use by pkg. date,unopened,SHELF
50078,2,SHELF_ITEM,Potato chips,1-2 weeks,opened,SHELF
50078,3,SHELF_ITEM,Honey,12 months,opened,SHELF
50078,4,PROCESSED_POULTRY,Ground turkey or chicken,1-2 days,,REFRIGERATED
50078,5,FISH,"Caviar, fresh, in jar",,Do not freeze,FROZEN
50078,6,BAKERY,"Pies, pecan",3-4 days,,REFRIGERATED
50078,7,SHELF_ITEM,Commercially microwave packets,12 months,unopened,SHELF
50078,8,SHELF_ITEM,"Gelatin, unflavored",3-4 months,opened,SHELF
50078,9,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50078,10,DIARY,"Eggnog, commercial",6 months,,FROZEN
50078,11,SOY,"Soy or rice beverage, shelf stable",7-10 days,opened,REFRIGERATED
50078,12,SHELF_ITEM,"Syrup, pancake",12 months,unopened,SHELF
50078,13,SHELF_ITEM,"Oils, olive or vegetable",6 months,unopened,SHELF
50078,14,BAKERY,"Cakes, pound cake",6 months,,FROZEN
50078,15,VEGETABLES,Leeks,10-12 months,,FROZEN
50078,16,SHELF_ITEM,"Jerky, commercially dried",12 months,unopened,SHELF
50078,17,SHELF_ITEM,"Baby food, formula",1-2 days,opened,REFRIGERATED
50079,1,VEGETABLES,"Lettuce, leaf",,Do not freeze,FROZEN
50079,2,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 months,unopened,SHELF
50079,3,SHELF_ITEM,"Oils, nut oils",6 months,unopened,SHELF
50079,4,FROZEN_ITEM,Egg substitutes,Date on Carton,,THAWED
50079,5,BAKERY,"Pies, pecan",2 hours,,SHELF
50079,6,VEGETABLES,Corn on the cob,1-2 days,,REFRIGERATED
50079,7,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",3-6 months,opened,SHELF
50079,8,FROZEN_ITEM,"Sausages, uncooked",1-2 days,,THAWED
50079,9,SHELF_ITEM,"Gravy, dry gravy mixes",2 years,unopened,SHELF
50079,10,SHELF_ITEM,"Cereal, ready-to-eat",3 months,opened,SHELF
50079,11,SHELF_ITEM,"Cereal, ready-to-eat",6-12 months,unopened,SHELF
50079,12,DIARY,"Cream, half-and-half",3-4 days,,REFRIGERATED
50079,13,DIARY,"Aerosol can, real whipped cream",,Do not freeze,FROZEN
50079,14,SHELF_ITEM,"Cereal, ready-to-eat",6-12 months,unopened,SHELF
50079,15,SHELF_ITEM,"Rice, white or wild",1 year,opened,SHELF
50080,1,BAKERY,"Bread, flat (tortillas, pita)",2-4 days,,SHELF
50080,2,SMOKEDFISH,"Salmon, whitefish, cold-smoked",5-8 days,,REFRIGERATED
50080,3,SHELF_ITEM,"Coffee, instant, jars and tins",12 months,unopened,SHELF
50080,4,VEGETABLES,"Squash, winter",1 week,,SHELF
50080,5,BAKERY,"Pastries, danish",2 months,,FROZEN
50080,6,VEGETABLES,"Carrots, parsnips",3 weeks,,REFRIGERATED
50080,7,FRESH_POULTRY,"Chicken or turkey, whole",12 months,,FROZEN
50080,8,SHELF_ITEM,Honey,12 months,unopened,SHELF
50080,9,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED
50080,10,SHELF_ITEM,"Gravy, jars and cans",2-5 years,unopened,SHELF
50080,11,SHELF_ITEM,Potato chips,2 months,unopened,SHELF
50080,12,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",2-5 years,unopened,SHELF
50080,13,FROZEN_ITEM,Vegetables,8 months,,FROZEN
50080,14,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",3 mos. after date,unopened,SHELF
50080,15,SOY,"Soy or rice beverage, Textured soy protein (TSP)",2 years,unopened,SHELF
50080,16,PROCESSED_POULTRY,"Lunch meats, after opening",1-2 months,,FROZEN
50080,17,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED
50080,18,BAKERY,Quiche,3-4 days,,REFRIGERATED
50081,1,PROCESSED_MEAT,"Lunch meats, sealed in package",1-2 months,,FROZEN
50081,2,SHELF_ITEM,Honey,12 months,unopened,SHELF
50081,3,VEGETABLES,Beets,7-10 days,,REFRIGERATED
50081,4,SHELF_ITEM,"Potatoes, instant",6-12 months,unopened,SHELF
50081,5,FRUIT,Kiwi Fruit,Until ripe,,SHELF
50081,6,FRUIT,Bananas,1 month,Whole peeled,FROZEN
50081,7,FRUIT,"Papaya, mango",3-5 days,,SHELF
50081,8,BAKERY,"Croissants, butter",2 months,,FROZEN
50081,9,VEGETABLES,"Squash, winter",2 weeks,,REFRIGERATED
50081,10,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED
50081,11,BAKERY,"Bread, flat (tortillas, pita)",4 months,,FROZEN
50081,12,SHELF_ITEM,"Milk, canned evaporated",12 months,unopened,SHELF
50081,13,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50081,14,CONDIMENTS,"Barbecue sauce, bottled",1 month,opened,SHELF
50081,15,SHELF_ITEM,"Herbs, dried",1-2 years,unopened,SHELF
50081,16,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN
50082,1,VEGETABLES,Beets,7-10 days,,REFRIGERATED
50082,2,FROZEN_ITEM,Tempeh,1-2 weeks,,THAWED
50082,3,SHELF_ITEM,"Marshmallows, marshmallow creme",1 month,opened,SHELF
50082,4,DIARY,"Cream, whipping, ultrapasteurized",,Do not freeze,FROZEN
50082,5,SHELF_ITEM,"Peas, dried split",12 months,opened,SHELF
50082,6,BAKING,Baking soda,6 months,opened,SHELF
50082,7,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",1 week,opened,SHELF
50082,8,FRUIT,"Pears, Plums",3-4 days,,REFRIGERATED
50082,9,BAKERY,"Doughnuts, glazed or cake",1 month,,FROZEN
50082,10,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN
50082,11,SHELF_ITEM,"Tea, loose",6-12 months,opened,SHELF
50082,12,BAKING,"Cornmeal, regular, degerminated",12 months,opened,REFRIGERATED
50082,13,SOY,"Soy or rice beverage, Textured soy protein (TSP)",2 years,unopened,SHELF
50082,14,VEGETABLES,Radishes,10-14 days,,REFRIGERATED
50083,1,SHELF_ITEM,Pectin,Use by pkg. date,unopened,SHELF
50083,2,FRUIT,"Berries, cherries",4 months,,FROZEN
50083,3,BAKERY,"Pies, fruit",1 week,,REFRIGERATED
50083,4,VEGETABLES,Beets,7-10 days,,REFRIGERATED
50083,5,SOY,"Soy or rice beverage, soy beverage powders",3-4 months,opened,SHELF
50083,6,BEVERAGES,"Juice in cartons, fruit drinks, punch",7-10 days,opened,REFRIGERATED
50083,7,SHELF_ITEM,"Tea, loose",6-12 months,opened,SHELF
50083,8,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 months,,FROZEN
50083,9,VEGETABLES,Cucumbers,4-5 days,,REFRIGERATED
50083,10,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED
50083,11,FRUIT,"Berries, cherries",4 months,,FROZEN
50084,1,SHELF_ITEM,"Baby food, cereal, dry mixes",2 months,opened,SHELF
50084,2,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",,Do not defrost. Cook frozen.,THAWED
50084,3,SHELF_ITEM,"Gelatin, flavored",18 months,unopened,SHELF
50084,4,BAKING,"Chocolate, unsweetened and semi-sweet, solid",18-24 months,unopened,SHELF
50084,5,SHELF_ITEM,"Oils, olive or vegetable",1-3 months,opened,SHELF
50084,6,FISH,"Lean fish (cod, flounder, haddock, halibut, sole, etc.)",1-2 days,,REFRIGERATED
50084,7,VEGETABLES,Eggplant,1 day,,SHELF
50084,8,PROCESSED_POULTRY,Rotisserie chicken,3-4 days,,REFRIGERATED
50084,9,SHELF_ITEM,"Pasta, dry, without eggs",1 year,opened,SHELF
50084,10,SHELF_ITEM,"Coffee, instant, jars and tins",2-3 months,opened,SHELF
50084,11,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN
50084,12,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",1 week,opened,SHELF
50084,13,DELI_ITEM,Commercial brand vacuum packed dinners with USDA seal,2 weeks,,REFRIGERATED
50084,14,BAKERY,"Rolls, yeast, baked",1 week,,REFRIGERATED
50084,15,DIARY,Buttermilk,3 months,,FROZEN
50084,16,SHELF_ITEM,"Beans, Dried",12 months,opened,SHELF
50084,17,SHELF_ITEM,"Oils, olive or vegetable",6 months,unopened,SHELF
50085,1,SHELLFISH,"Shucked clams, mussels and oysters",1-2 days,,REFRIGERATED
50085,2,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED
50085,3,DELI_ITEM,"Chicken, rotisserie or fried",3-4 days,,REFRIGERATED
50085,4,SHELF_ITEM,Pectin,1 month,opened,SHELF
50085,5,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",1-2 months,,FROZEN
50085,6,DELI_ITEM,"Fruit, cut",Package date,unopened,REFRIGERATED
50085,7,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED
50085,8,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50085,9,SHELF_ITEM,"Rice, brown",1 year,opened,SHELF
50085,10,VEGETABLES,Bok choy,10-12 months,,FROZEN
50085,11,BAKERY,"Bread, commercial*",3 months,,FROZEN
50086,1,SHELF_ITEM,Vinegar,12 months,opened,SHELF
50086,2,VEGETABLES,Mushrooms,2-3 days,,REFRIGERATED
50086,3,DIARY,"Cheese, processed slices",,Do not freeze,FROZEN
50086,4,FROZEN_ITEM,Vegetables,3-4 days,,THAWED
50086,5,FRUIT,Grapes,1 week,,REFRIGERATED
50086,6,DIARY,"Cheese, soft (such as Brie, Bel Paese)",1 week,,REFRIGERATED
50086,7,FROZEN_ITEM,Soy meat substitutes,3-4 days,,THAWED
50086,8,DIARY,"Cream, half-and-half",4 months,,FROZEN
50086,9,FROZEN_ITEM,"Sausages, precooked",1-2 months,,FROZEN
50086,10,DIARY,"Cheese, soft (such as Brie, Bel Paese)",6 months,,FROZEN
50086,11,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED
50086,12,DIARY,"Aerosol can, real whipped cream",3-4 weeks,,REFRIGERATED
50086,13,VEGETABLES,"Peppers, bell or chile",4-5 days,,REFRIGERATED
50086,14,BAKERY,"Cakes, angel food",2 months,,FROZEN
50086,15,DIARY,"Dips, sour cream based",,Do not freeze,FROZEN
50086,16,SHELF_ITEM,"Spices, ground",2-3 years,opened,SHELF
50087,1,DIARY,Cream cheese,,Do not freeze,FROZEN
50087,2,BAKING,Chocolate syrup,6 months,opened,REFRIGERATED
50087,3,SHELF_ITEM,"Lentils, dried",12 months,opened,SHELF
50087,4,SHELF_ITEM,Pectin,1 month,opened,SHELF
50087,5,VEGETABLES,Spinach,1-2 days,,REFRIGERATED
50087,6,VEGETABLES,"Parsley, cilantro",1-2 months,,FROZEN
50087,7,FRUIT,"Papaya, mango",3-5 days,,SHELF
50087,8,VEGETABLES,"Onions, dry",2 months,,REFRIGERATED
50087,9,CONDIMENTS,Pickles,1-2 weeks,opened,REFRIGERATED
50087,10,SHELF_ITEM,"Spices, ground",2-3 years,unopened,SHELF
50087,11,FRESH_POULTRY,Giblets,3-4 months,,FROZEN
50087,12,FROZEN_ITEM,"Shrimp, shellfish",12 months,,FROZEN
50087,13,DELI_ITEM,"Main dishes or meals, hot or refrigerated",2-3 months,,FROZEN
50087,14,BAKING,Biscuit or pancake mix,Pkg use-by date,opened,SHELF
50087,15,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED
50087,16,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",3-4 days,,REFRIGERATED
50088,1,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",,Do not defrost. Cook frozen.,THAWED
50088,2,BAKERY,"Rolls, filled, meat or vegetables",2 hours,,SHELF
50088,3,VEGETABLES,Spinach,10-12 months,,FROZEN
50088,4,VEGETABLES,Garlic,1 month,,FROZEN
50088,5,BAKERY,"Bread, commercial*",7-14 days,,REFRIGERATED
50088,6,DIARY,Pudding,2 days,opened,REFRIGERATED
50088,7,SHELF_ITEM,Honey,12 months,opened,SHELF
50088,8,BEVERAGES,"Juice in cartons, fruit drinks, punch",8-12 months,,FROZEN
50088,9,SHELF_ITEM,"Baby food, formula",1-2 days,opened,REFRIGERATED
50088,10,SHELF_ITEM,"Rice, flavored or herb mixes",,Use all,SHELF
50088,11,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",1-2 days,,REFRIGERATED
50088,12,BAKING,Chocolate syrup,2 years,unopened,SHELF
50088,13,SOY,"Soy or rice beverage, shelf stable",3 months or use-by date,unopened,SHELF
50088,14,CRACKERS,Crackers,3-4 months,opened,FROZEN
50088,15,CONDIMENTS,"Horseradish, in jar",3-4 months,opened,REFRIGERATED
50088,16,SHELF_ITEM,Worcestershire Sauce,1 year,unopened,SHELF
50089,1,BAKERY,"Rolls, filled, meat or vegetables",3-4 days,,REFRIGERATED
50089,2,DIARY,"Parmesan, shredded",3-4 months,,FROZEN
50089,3,BAKING,Biscuit or pancake mix,15 months,unopened,SHELF
50089,4,SHELF_ITEM,"Cereal, cook before eating (oatmeal, etc.)",6-12 months,opened,SHELF
50089,5,BAKERY,"Cakes, chiffon, sponge",2 months,,FROZEN
50089,6,PROCESSED_MEAT,"Hot dogs, after opening",1-2 months,,FROZEN
50089,7,PESTO,Pesto or Sala,1-2 months,,FROZEN
50089,8,PROCESSED_POULTRY,Cooked poultry dishes,3-4 days,,REFRIGERATED
50089,9,BAKERY,"Eclairs, dairy cream filled",3-4 days,,REFRIGERATED
50089,10,BAKING,Cornstarch,18 months,opened,SHELF
50089,11,SOY,Tofu,1 week,,REFRIGERATED
50089,12,DELI_ITEM,"Chicken, rotisserie or fried",3-4 days,,REFRIGERATED
50089,13,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",3 mos. after date,unopened,SHELF
50089,14,DIARY,"Aerosol can, nondairy topping",,Do not freeze,FROZEN
50090,1,SHELF_ITEM,"Gravy, jars and cans",1-2 days,opened,REFRIGERATED
50090,2,BAKING,"Cornmeal, stone ground or blue",2-3 months,opened,REFRIGERATED
50090,3,VEGETABLES,Rutabagas,1 week,,SHELF
50090,4,SHELF_ITEM,Potato chips,1-2 weeks,opened,SHELF
50090,5,BAKERY,"Pies, fruit",1 week,,REFRIGERATED
50090,6,SOY,"Soy or rice beverage, soy beverage powders",6 months,unopened,SHELF
50090,7,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED
50090,8,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",2-3 days,opened,REFRIGERATED
50090,9,SHELF_ITEM,Honey,12 months,unopened,SHELF
50090,10,FRUIT,Citrus Fruit,10 days,,SHELF
50090,11,DIARY,"Cottage cheese, ricotta",1 week,,REFRIGERATED
50090,12,VEGETABLES,Okra,10-12 months,,FROZEN
50090,13,VEGETABLES,"Parsley, cilantro",1 week,,REFRIGERATED
50090,14,SHELF_ITEM,"Jams, jellies, preserves",6 months,opened,REFRIGERATED
50090,15,DIARY,"Eggs, hard cooked",1 week,,REFRIGERATED
50090,16,VEGETABLES,"Artichokes, whole",,Do not freeze,FROZEN
50090,17,BAKERY,"Bread, flat (tortillas, pita)",2-4 days,,SHELF
50091,1,FRESH_POULTRY,"Chicken or turkey, whole",1-2 days,,REFRIGERATED
50091,2,BAKING,"Cornmeal, regular, degerminated",12 months,opened,REFRIGERATED
50091,3,DIARY,"Whipped, sweetened",1-2 months,,FROZEN
50091,4,BAKING,"Chocolate, unsweetened and semi-sweet, solid",1 year,opened,SHELF
50091,5,SHELLFISH,"Cooked shellfish, all",3-4 days,,REFRIGERATED
50091,6,VEGETABLES,"Herbs, fresh",7-10 days,,REFRIGERATED
50091,7,SHELF_ITEM,Tapioca,12 months,unopened,SHELF
50091,8,SHELF_ITEM,"Juice, boxes",8-12 days,opened,REFRIGERATED
50091,9,BAKERY,"Pastries, danish",2 months,,FROZEN
50091,10,VEGETABLES,Ginger Root,1 month,,FROZEN
50091,11,PROCESSED_POULTRY,"Lunch meats, after opening",3-5 days,,REFRIGERATED
50091,12,SHELF_ITEM,"Marshmallows, marshmallow creme",2-4 months,unopened,SHELF
50091,13,SHELF_ITEM,Spaghetti sauce in jars,18 months,unopened,SHELF
50091,14,DELI_ITEM,Olives,,Do not freeze,FROZEN
50092,1,DIARY,"Shredded cheddar, mozzarella, etc.",1 month,,REFRIGERATED
50092,2,SHELF_ITEM,Potato chips,2 months,unopened,SHELF
50092,3,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF
50092,4,SHELF_ITEM,"Oils, vegetable oil sprays",1 year,opened,SHELF
50092,5,FRUIT,Apples,1-2 days,,SHELF
50092,6,PROCESSED_POULTRY,Fried chicken,3-4 days,,REFRIGERATED
50092,7,VEGETABLES,Cauliflower,3-5 days,,REFRIGERATED
50092,8,SHELF_ITEM,"Toaster pastries, non-fruit fillings",6 months,unopened,SHELF
50092,9,VEGETABLES,Eggplant,3-4 days,,REFRIGERATED
50092,10,PROCESSED_POULTRY,Ground turkey or chicken,3-4 months,,FROZEN
50092,11,FROZEN_ITEM,Juice concentrates,7-10 days,,THAWED
50092,12,SHELF_ITEM,"Bacon Bits, Imitation",4 months,opened,SHELF
50092,13,SHELF_ITEM,Commercially microwave packets,1-2 days,popped,SHELF
50092,14,VEGETABLES,"Onions, Spring or green",1-2 weeks,,REFRIGERATED
50092,15,BAKERY,"Cakes, made from mix",1 week,,REFRIGERATED
50093,1,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,,FROZEN
50093,2,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED
50093,3,SOY,"Soy or rice beverage, refrigerated",7-10 days,,REFRIGERATED
50093,4,DIARY,Cream cheese,,Do not freeze,FROZEN
50093,5,SHELF_ITEM,"Syrup, pancake",12 months,opened,SHELF
50093,6,PROCESSED_MEAT,"Lunch meats, after opening",1-2 months,,FROZEN
50093,7,SHELLFISH,"Crab legs, king, dungeness, snow",5 days,,REFRIGERATED
50093,8,VEGETABLES,Tomatoes,2 months,,FROZEN
50093,9,BAKERY,"Cakes, fruit cake",12 months,,FROZEN
50093,10,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50093,11,SHELF_ITEM,"Cereal, ready-to-eat",6-12 months,unopened,SHELF
50094,1,SHELF_ITEM,"Garlic, commercial jars",8 months,unopened,SHELF
50094,2,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",9 months,unopened,SHELF
50094,3,DIARY,"Cheese, soft (such as Brie, Bel Paese)",1 week,,REFRIGERATED
50094,4,FROZEN_ITEM,"Bread Dough, commercial",Use-by date,,FROZEN
50094,5,DIARY,"Whipped, sweetened",1-2 months,,FROZEN
50094,6,VEGETABLES,"Peppers, bell or chile",4-5 days,,REFRIGERATED
50094,7,DIARY,"Eggs, raw whites, yolks*",2-4 days,,REFRIGERATED
50094,8,SHELF_ITEM,"Coffee, whole beans",1-3 weeks,unopened,SHELF
50094,9,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED
50094,10,FRESH_POULTRY,Giblets,1-2 days,,REFRIGERATED
50094,11,SHELLFISH,"Cooked shellfish, all",3-4 days,,REFRIGERATED
50095,1,DELI_ITEM,"Chicken, rotisserie or fried",3-4 days,,REFRIGERATED
50095,2,SHELF_ITEM,"Syrup, genuine or real maple",12 months,opened,REFRIGERATED
50095,3,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED
50095,4,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, cans",9 mos. after date,unopened,SHELF
50095,5,BAKERY,"Cookies, bakery or homemade",2 months,,REFRIGERATED
50095,6,DELI_ITEM,Pudding,,Do not freeze,FROZEN
50095,7,FRUIT,Melons,3-4 days,,REFRIGERATED
50095,8,SHELF_ITEM,"Baby food, jars or cans, fruits & vegetables",2-3 days,opened,REFRIGERATED
50095,9,SHELF_ITEM,"Gravy, jars and cans",,Use entire can,SHELF
50095,10,SHELF_ITEM,"Jerky, commercially dried",12 months,unopened,SHELF
50095,11,FRUIT,"Peaches, nectarines",3-4 days,,REFRIGERATED
50095,12,FRUIT,Grapes,1 month,Whole,FROZEN
50096,1,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50096,2,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED
50096,3,DELI_ITEM,Pate,1-2 months,,FROZEN
50096,4,BAKERY,Quiche,2 months,,FROZEN
50096,5,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",2 years,unopened,SHELF
50096,6,SHELF_ITEM,"Beans, Dried",12 months,unopened,SHELF
50096,7,SHELF_ITEM,"Oils, olive or vegetable",4 months,opened,REFRIGERATED
50096,8,SHELF_ITEM,"Baby food, meats & eggs",Use-by date,unopened,SHELF
50096,9,FRUIT,Apricots,Until ripe,,SHELF
50096,10,SHELF_ITEM,"Garlic, commercial jars",date on jar,opened,REFRIGERATED
50096,11,FROZEN_ITEM,Egg substitutes,Date on Carton,,THAWED
50096,12,DIARY,Sour cream,Do not freeze,,FROZEN
50097,1,BAKING,"Cornmeal, regular, degerminated",12 months,opened,REFRIGERATED
50097,2,SHELF_ITEM,"Coffee, instant, jars and tins",2 weeks,opened,REFRIGERATED
50097,3,SHELF_ITEM,Commercially microwave packets,1-2 days,popped,SHELF
50097,4,FROZEN_ITEM,Juice concentrates,7-10 days,,THAWED
50097,5,PROCESSED_POULTRY,"Chicken nuggets, patties",1-3 months,,FROZEN
50097,6,BAKING,"Flour, whole wheat",1 month,unopened,SHELF
50097,7,BAKERY,"Pastries, danish",2 months,,FROZEN
50097,8,BAKERY,"Pies, pumpkin",3-4 days,,REFRIGERATED
50097,9,SHELF_ITEM,"Rice, white or wild",6 months,opened,REFRIGERATED
50097,10,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED
50097,11,BAKERY,"Cookies, bakery or homemade",2-3 weeks,,SHELF
50097,12,DOUGH,Ready-to-bake pie crust,Use-by date,,REFRIGERATED
50098,1,CONDIMENTS,"Salad Dressings, commercial, bottled",10-12 months,unopened,SHELF
50098,2,DIARY,Kefir (fermented milk),,Do not freeze,FROZEN
50098,3,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN
50098,4,DIARY,"Parmesan, shredded",1 month,opened,REFRIGERATED
50098,5,FRUIT,Citrus Fruit,,Do not freeze,FROZEN
50098,6,BAKING,Baking soda,6 months,opened,SHELF
50098,7,SHELF_ITEM,Spaghetti sauce in jars,18 months,unopened,SHELF
50098,8,BAKERY,"Cakes, chiffon, sponge",2 months,,FROZEN
50098,9,SHELF_ITEM,Tapioca,12 months,unopened,SHELF
50098,10,SHELF_ITEM,"Gelatin, flavored",18 months,unopened,SHELF
50098,11,BAKERY,"Pies, mincemeat",8 months,,FROZEN
50098,12,SOY,"Soy or rice beverage, refrigerated",7-10 days,,REFRIGERATED
50098,13,SHELF_ITEM,"Lentils, dried",12 months,unopened,SHELF
50098,14,BAKERY,"Pies, fruit",1 week,,REFRIGERATED
50098,15,SHELF_ITEM,"Fruits, dried",1 month,opened,SHELF
50098,16,DELI_ITEM,"Luncheon meats, store-sliced",3-5 days,,REFRIGERATED
50099,1,FROZEN_ITEM,Bagels,1-2 weeks,,THAWED
50099,2,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED
50099,3,BAKING,Biscuit or pancake mix,Pkg use-by date,opened,SHELF
50099,4,BAKERY,"Pastries, danish",1 week,,REFRIGERATED
50099,5,FROZEN_ITEM,"Fish, breaded",3-6 months,,FROZEN
50099,6,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",,Do not freeze,FROZEN
50099,7,SHELF_ITEM,"Popcorn, dry kernels in jar",1 year,opened,SHELF
50099,8,PROCESSED_POULTRY,"Lunch meats, sealed in package",1-2 months,,FROZEN
50099,9,VEGETABLES,Tomatoes,2 months,,FROZEN
50099,10,SHELF_ITEM,"Canned goods, low acid (such as meat, poultry, fish, gravy, stew, soups, beans, carrots, corn, pasta, peas, potatoes, spinach)",3-4 days,opened,REFRIGERATED
50099,11,BAKERY,"Pies, mincemeat",8 months,,FROZEN
50099,12,BAKERY,Quiche,2 months,,FROZEN
50099,13,FRESH_MEAT,Cooked meats (after home cooking),2-3 months,,FROZEN
50100,1,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN
50100,2,PROCESSED_MEAT,"Lunch meats, after opening",1-2 months,,FROZEN
50100,3,SHELF_ITEM,"Coffee, whole beans",3-4 months,,FROZEN
50100,4,FROZEN_ITEM,"Fruit such as berries, melons",4-6 months,,FROZEN
50100,5,BAKING,"Cake, Brownie, Bread Mixes",12-18 months,unopened,SHELF
50100,6,DELI_ITEM,Olives,2 weeks,,REFRIGERATED
50100,7,PROCESSED_MEAT,"Sausage, smoked links, patties",1 week,,REFRIGERATED
50100,8,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",5-7 days,,REFRIGERATED
50100,9,VEGETABLES,"Lettuce, iceberg",1-2 weeks,,REFRIGERATED
50100,10,SHELF_ITEM,"Gravy, dry gravy mixes",,Mix entire packet,SHELF
50100,11,DIARY,"Cream, whipping, ultrapasteurized",,Do not freeze,FROZEN
50100,12,PASTA,"Pasta, fresh",2 months,,FROZEN
50100,13,BAKERY,"Cakes, pound cake",3-4 days,,SHELF
50100,14,CONDIMENTS,Mustard,12 months,opened,REFRIGERATED
50101,1,DELI_ITEM,Olives,,Do not freeze,FROZEN
50101,2,CONDIMENTS,Pickles,12 months,unopened,SHELF
50101,3,FRUIT,"Pears, Plums",3-4 days,,REFRIGERATED
